object_id,kepoi_name,kepler_name,kepid,source,koi_disposition,koi_period,koi_duration,koi_depth,koi_steff,koi_kepmag,koi_prad,koi_slogg,koi_srad,koi_teq,koi_model_snr,koi_impact,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,log_period,log_depth,label
K02490.01,K02490.01,Kepler-1845 b,3122913,KOI,CONFIRMED,11.60653061,2.194,771.7,4703.0,15.701,1.88,4.582,0.701,584.0,17.8,0.024,0,0,0,0,1.0647024211076674,2.887448500249954,1
K02491.01,K02491.01,Kepler-1257 b,9229657,KOI,CONFIRMED,2.66831274,2.4141,266.2,5806.0,15.553,1.48,4.528,0.899,1252.0,23.3,0.333,0,0,0,0,0.4262367297784259,2.4252080511386565,1
K02562.01,K02562.01,,10415227,KOI,FALSE POSITIVE,2.9322509,2.931,181.2,6106.0,15.662,1.33,4.487,0.966,1312.0,13.1,0.457,0,0,1,0,0.4672011282554366,2.2581581933407944,0
K02563.01,K02563.01,Kepler-1279 b,5175024,KOI,CONFIRMED,23.4772553,6.735,141.4,6384.0,13.973,1.34,4.361,1.121,738.0,17.6,0.013,0,0,0,0,1.3706473226547957,2.150449409460881,1
K02564.01,K02564.01,Kepler-1280 b,9026749,KOI,CONFIRMED,66.5576728,10.532,214.2,5734.0,14.074,4.96,3.591,3.405,757.0,21.3,0.254,0,0,0,0,1.823198128369994,2.3308194664958366,1
K02565.01,K02565.01,,12216278,KOI,FALSE POSITIVE,2.01948607,5.248,275.4,5884.0,15.415,2.15,4.481,0.944,1430.0,27.9,0.977,0,0,1,0,0.30524086184223004,2.439963935920905,0
K02566.01,K02566.01,,9159242,KOI,FALSE POSITIVE,3.04468229,5.951,71.4,5575.0,14.028,0.86,4.363,0.98,1244.0,22.2,0.623,0,0,1,1,0.48354198107443536,1.8536982117761744,0
K02642.01,K02642.01,,12061096,KOI,FALSE POSITIVE,15.05028313,1.848,615.2,5887.0,15.612,2.46,4.49,0.989,735.0,13.4,0.3125,0,0,1,0,1.1775446700720589,2.7890163267933747,0
K00254.01,K00254.01,Kepler-45 b,5794240,KOI,CONFIRMED,2.455240626,1.72722,36912.0,3793.0,15.979,10.6,4.697,0.568,730.0,1341.6,0.144,0,0,0,0,0.3900940616007169,4.567167577177019,1
K02643.01,K02643.01,Kepler-1301 b,6933567,KOI,CONFIRMED,9.08233411,2.008,296.9,5354.0,15.4,1.35,4.587,0.788,734.0,15.8,0.262,0,0,0,0,0.958197474162657,2.4726101975960444,1
K02644.01,K02644.01,,9993529,KOI,FALSE POSITIVE,0.790539912,1.0567,277.3,4791.0,14.864,1.24,4.541,0.767,1502.0,31.5,0.008,0,0,1,0,-0.10207619894645342,2.4429498695778618,0
K02645.01,K02645.01,,11303815,KOI,FALSE POSITIVE,1.705782214,1.007,278.0,5387.0,15.272,1.82,4.38,1.009,1455.0,11.5,0.709,0,0,1,1,0.23192358175779693,2.444044795918076,0
K02646.01,K02646.01,,6044553,KOI,FALSE POSITIVE,0.532086296,4.023,495.8,5271.0,15.397,16.99,4.636,0.698,1790.0,85.2,1.199,1,0,1,0,-0.27401792628148197,2.6953065224318027,0
K02417.01,K02417.01,Kepler-1684 b,9654468,KOI,CONFIRMED,47.7052566,5.959,1161.5,4551.0,16.22,2.89,4.609,0.672,347.0,22.8,0.918,0,0,0,0,1.6785662362013907,3.0650192141362544,1
K00244.02,K00244.02,Kepler-25 b,4349452,KOI,CONFIRMED,6.238535444,3.5255,401.6,6267.0,10.734,2.53,4.28,1.258,1185.0,274.5,0.008,0,0,0,0,0.7950826468550765,2.603793704136963,1
K02418.01,K02418.01,Kepler-1229 b,10027247,KOI,CONFIRMED,86.829519,7.464,751.0,3576.0,15.474,1.68,4.791,0.463,196.0,15.1,0.953,0,0,0,0,1.9386673952156495,2.8756399370041685,1
K02419.01,K02419.01,Kepler-1230 b,6343170,KOI,CONFIRMED,9.95667035,3.534,586.8,6165.0,15.309,3.41,4.365,1.115,946.0,16.8,0.949,0,0,0,0,0.9981141285457694,2.768490105171245,1
K02420.01,K02420.01,Kepler-1231 b,7107802,KOI,CONFIRMED,10.41728722,4.125,210.4,5557.0,14.746,1.64,4.288,1.151,870.0,20.3,0.12,0,0,0,0,1.017754638467102,2.3230457354817013,1
K02492.01,K02492.01,Kepler-1258 b,11752632,KOI,CONFIRMED,0.984941669,1.9724,81.4,5825.0,13.835,1.49,4.046,1.662,2335.0,22.9,0.045,0,0,0,0,-0.006589488874519884,1.9106244048892012,1
K02493.01,K02493.01,Kepler-1259 b,10028535,KOI,CONFIRMED,0.663085361,1.1522,322.7,5172.0,15.304,1.6,4.6,0.767,1681.0,35.3,0.841,0,0,0,0,-0.17843055994366772,2.508798965403905,1
K02494.01,K02494.01,Kepler-1260 b,7047207,KOI,CONFIRMED,19.1187425,6.805,217.5,5862.0,14.838,2.33,4.148,1.463,823.0,20.5,0.74,0,0,0,0,1.2814593239614833,2.337459261290656,1
K02495.01,K02495.01,,5212220,KOI,FALSE POSITIVE,1.08749101,1.6192,126.4,5988.0,13.214,4.91,3.594,3.204,3081.0,33.5,0.979,0,0,1,0,0.0364256754441184,2.1017470739463664,0
K02496.01,K02496.01,,9964748,KOI,FALSE POSITIVE,1.183818383,1.393,84.3,6014.0,14.675,0.91,4.459,0.992,1775.0,12.7,0.17,0,0,1,0,0.07328507965802886,1.9258275746247424,0
K02567.01,K02567.01,,9842937,KOI,FALSE POSITIVE,4.98845099,7.453,193.9,5695.0,15.331,1.33,4.411,0.961,1055.0,23.3,0.041,0,0,1,1,0.6979657097653011,2.2875778090787056,0
K00250.03,K00250.03,Kepler-26 d,9757613,KOI,CONFIRMED,3.543919702,1.8717,507.0,3879.0,15.473,1.21,4.708,0.537,652.0,38.2,0.022,0,0,0,0,0.5494838730983709,2.705007959333336,1
K02569.01,K02569.01,,8247770,KOI,CANDIDATE,8.28157072,3.1,139.2,5640.0,14.273,1.37,4.288,1.175,956.0,12.9,0.042,0,0,0,0,0.9181127148445695,2.1436392352745433,1
K02571.01,K02571.01,,6867588,KOI,CANDIDATE,0.82628442,0.9603,134.9,5218.0,14.434,0.96,4.548,0.829,1629.0,25.6,0.28,0,0,0,0,-0.08287043600286673,2.1300119496719043,1
K02572.01,K02572.01,,7501646,KOI,CANDIDATE,6.37705295,1.949,502.8,5672.0,15.522,2.15,4.503,0.965,935.0,17.9,0.234,0,0,0,0,0.804620023039842,2.7013952690139202,1
K02647.01,K02647.01,Kepler-1302 b,11962284,KOI,CONFIRMED,8.83929462,1.719,316.2,5330.0,15.102,1.94,4.491,0.87,778.0,14.8,0.924,0,0,0,0,0.9464176094854186,2.49996186559619,1
K02648.01,K02648.01,,2573056,KOI,FALSE POSITIVE,0.631795416,1.0703,145.2,6414.0,14.676,1.88,4.173,1.519,2797.0,24.7,0.433,0,1,1,0,-0.19942352944879826,2.161966616364075,0
K02649.01,K02649.01,Kepler-1303 b,6842682,KOI,CONFIRMED,7.56126152,2.851,180.6,5853.0,14.64,1.2,4.529,0.895,891.0,15.7,0.253,0,0,0,0,0.8785942591875673,2.256717745977487,1
K02650.01,K02650.01,Kepler-395 c,8890150,KOI,CONFIRMED,34.9897847,4.208,498.5,3765.0,15.987,1.14,4.725,0.521,292.0,11.5,0.034,0,0,0,0,1.5439412701796875,2.6976651626476746,1
K02650.02,K02650.02,Kepler-395 b,8890150,KOI,CONFIRMED,7.05429483,1.716,359.3,3765.0,15.987,1.0,4.725,0.521,497.0,11.2,0.48,0,0,0,0,0.8484536067868609,2.5554572172046495,1
K02421.01,K02421.01,,8838950,KOI,CANDIDATE,2.27050106,1.903,106.7,4671.0,14.363,0.55,4.721,0.528,903.0,15.9,0.473,0,0,0,0,0.35612170899058304,2.0281644194244697,1
K02422.01,K02422.01,Kepler-1232 b,11360805,KOI,CONFIRMED,26.7838935,4.584,365.3,5242.0,14.803,1.59,4.512,0.856,523.0,20.9,0.036,0,0,0,0,1.4278737094443534,2.5626496722119168,1
K02423.01,K02423.01,Kepler-1233 b,9845898,KOI,CONFIRMED,45.126216,6.656,373.1,6499.0,14.689,2.32,4.378,1.169,604.0,17.1,0.49,0,0,0,0,1.6544289178494405,2.5718252490408293,1
K02424.01,K02424.01,Kepler-1234 b,12453581,KOI,CONFIRMED,11.94019101,2.866,631.7,5073.0,15.912,1.86,4.607,0.748,625.0,15.6,0.348,0,0,0,0,1.077011274358297,2.800510876894368,1
K02425.01,K02425.01,,11922678,KOI,FALSE POSITIVE,3.51295674,3.06,83.1,6453.0,13.51,1.1,4.326,1.17,1434.0,22.5,0.499,0,0,1,1,0.545672801743359,1.919601023784111,0
K02497.01,K02497.01,Kepler-1261 b,11179076,KOI,CONFIRMED,48.4313003,4.03,886.4,4891.0,15.605,2.78,4.516,0.805,396.0,17.3,0.846,0,0,0,0,1.685126129288826,2.9476297473843545,1
K00248.01,K00248.01,Kepler-49 b,5364071,KOI,CONFIRMED,7.203855862,2.5418,1765.9,3834.0,15.264,2.25,4.708,0.539,509.0,101.1,0.037,0,0,0,0,0.857565014674387,3.2469661065587436,1
K02498.01,K02498.01,Kepler-390 b,5959719,KOI,CONFIRMED,6.73808701,2.591,92.9,5168.0,13.942,0.73,4.566,0.769,786.0,14.4,0.148,0,0,0,0,0.828536614795723,1.9680157139936418,1
K02499.01,K02499.01,,5544903,KOI,FALSE POSITIVE,7.57571414,2.357,418.5,6418.0,15.614,2.45,4.395,1.171,1075.0,12.8,0.413,0,0,1,0,0.8794235787509139,2.6216954623292787,0
K02501.01,K02501.01,,5542983,KOI,FALSE POSITIVE,4.76887671,1.672,115.8,6063.0,13.388,2.11,3.926,1.855,1532.0,20.0,0.654,0,1,1,0,0.6784160947427772,2.0637085593914173,0
K02573.01,K02573.01,,8256453,KOI,FALSE POSITIVE,1.347512632,1.9817,2651.8,5316.0,15.894,23.45,4.585,0.685,1346.0,88.7,1.252,0,1,0,0,0.1295328450885956,3.4235407662743014,0
K02574.01,K02574.01,,9474493,KOI,FALSE POSITIVE,0.512581697,1.5789,259.1,5547.0,15.338,1.32,4.571,0.82,2009.0,45.2,0.283,0,0,1,1,-0.2902369054358521,2.413467412985825,0
K02576.01,K02576.01,,4551663,KOI,FALSE POSITIVE,12.07760884,2.233,151.0,5370.0,14.166,1.03,4.471,0.845,708.0,14.0,0.264,0,0,1,0,1.081980959915413,2.1789769472931693,0
K02578.01,K02578.01,,6922203,KOI,CANDIDATE,13.33094869,1.426,725.6,5991.0,14.847,25.95,4.394,1.039,815.0,17.1,1.199,0,0,0,0,1.1248610568535757,2.860697274052039,1
K02651.01,K02651.01,,11752908,KOI,FALSE POSITIVE,6.38315744,1.7075,1112.6,5262.0,15.554,2.35,4.623,0.714,787.0,23.8,0.029,0,0,0,1,0.8050355563959635,3.0463390556048093,0
K00255.01,K00255.01,Kepler-505 b,7021681,KOI,CONFIRMED,27.52194772,4.047,2312.8,3780.0,15.108,2.47,4.746,0.511,314.0,106.5,0.35,0,0,0,0,1.43967916554153,3.3641380786626014,1
K02652.01,K02652.01,Kepler-1304 b,4346178,KOI,CONFIRMED,16.1289679,6.271,389.0,5392.0,15.022,2.94,4.314,1.087,715.0,21.3,0.968,0,0,0,0,1.207606577576447,2.5899496013257077,1
K02654.01,K02654.01,Kepler-1305 b,9664142,KOI,CONFIRMED,13.5631157,5.438,336.4,5853.0,15.785,1.75,4.529,0.895,733.0,15.4,0.704,0,0,0,0,1.1323594665137617,2.5268559871258747,1
K02655.01,K02655.01,Kepler-1306 b,10018233,KOI,CONFIRMED,16.2959916,2.116,369.6,5495.0,15.243,1.83,4.442,0.961,678.0,15.7,0.213,0,0,0,0,1.212080792128915,2.567731962548069,1
K02426.01,K02426.01,Kepler-1235 b,8081899,KOI,CONFIRMED,4.16056658,2.61,75.8,5481.0,13.889,0.7,4.574,0.815,985.0,16.3,0.069,0,0,0,0,0.6191524762547649,1.8796692056320534,1
K02427.01,K02427.01,,10189557,KOI,FALSE POSITIVE,2.93101771,2.231,199.1,5485.0,15.484,1.15,4.5,0.788,1134.0,15.0,0.523,0,0,1,0,0.4670184425708264,2.2990712600274095,0
K00245.01,K00245.01,Kepler-37 d,8478994,KOI,CONFIRMED,39.79220077,4.466,610.4,5437.0,9.705,1.9,4.571,0.781,458.0,179.5,0.019,0,0,0,0,1.5997979591472913,2.785614524946824,1
K02428.01,K02428.01,,9965184,KOI,FALSE POSITIVE,16.2276756,3.699,525.8,5328.0,15.388,2.11,4.447,0.883,648.0,20.5,0.633,0,1,1,1,1.2102563173378034,2.7208205817703437,0
K02429.01,K02429.01,,9911882,KOI,FALSE POSITIVE,1.595630597,1.793,259.6,5632.0,15.112,17.94,4.616,0.729,1346.0,18.3,1.21,0,0,1,0,0.20293235552753558,2.4143046881283317,0
K02503.01,K02503.01,Kepler-1846 b,8631504,KOI,CONFIRMED,14.8200596,3.902,184.9,4825.0,14.146,0.96,4.603,0.732,552.0,21.9,0.059,0,0,0,0,1.1708499501952039,2.2669369111591733,1
K02504.01,K02504.01,Kepler-1685 b,8110767,KOI,CONFIRMED,20.49041,4.369,661.8,5681.0,15.93,2.34,4.524,0.923,625.0,23.3,0.011,0,0,0,0,1.3115506484429778,2.8207267628238344,1
K02505.01,K02505.01,,5471574,KOI,FALSE POSITIVE,0.962827066,4.48,86.3,6534.0,13.398,29.27,3.647,3.028,3399.0,28.7,1.079,0,1,1,1,-0.01645170978750527,1.9360107957152095,0
K02506.01,K02506.01,Kepler-1262 b,6767840,KOI,CONFIRMED,8.679037,2.864,301.6,6117.0,15.18,1.79,4.42,1.027,949.0,19.9,0.224,0,0,0,0,0.9384715398322816,2.4794313371977363,1
K02507.01,K02507.01,Kepler-1847 b,8379705,KOI,CONFIRMED,11.1296971,2.942,371.0,6122.0,15.859,1.93,4.487,0.964,843.0,14.7,0.572,0,0,0,0,1.0464833449646616,2.569373909615046,1
K02579.01,K02579.01,Kepler-1859 b,9896018,KOI,CONFIRMED,2.7296036,2.721,145.6,5887.0,15.147,1.53,4.292,1.235,1455.0,18.4,0.509,0,0,0,0,0.4360995822669952,2.1631613749770184,1
K02580.01,K02580.01,Kepler-1281 b,11037511,KOI,CONFIRMED,3.11604194,1.7763,345.2,5591.0,15.79,1.59,4.559,0.86,1123.0,18.8,0.195,0,0,0,0,0.49360329437536443,2.538070787043172,1
K00250.04,K00250.04,Kepler-26 e,9757613,KOI,CONFIRMED,46.82767725,1.9033,1537.7,3879.0,15.473,2.13,4.708,0.537,276.0,32.4,0.393,0,0,0,0,1.6705026164084806,3.186871614364535,1
K02581.01,K02581.01,Kepler-1860 b,11818872,KOI,CONFIRMED,12.7372371,3.358,100.8,5420.0,13.463,0.87,4.502,0.868,697.0,12.9,0.364,0,0,0,0,1.105075233152061,2.0034605321095063,1
K02582.01,K02582.01,Kepler-1861 b,11771430,KOI,CONFIRMED,40.0306267,4.815,214.5,5855.0,13.628,2.01,4.227,1.373,617.0,19.5,0.322,0,0,0,0,1.6023923892612704,2.331427296520743,1
K02668.01,K02668.01,Kepler-1310 b,5513012,KOI,CONFIRMED,0.679336747,1.2188,240.7,5440.0,14.159,1.4,4.491,0.913,1883.0,36.7,0.209,0,0,0,0,-0.16791489271431148,2.38147609027503,1
K02669.01,K02669.01,,11761199,KOI,FALSE POSITIVE,213.6103207,10.7643,110990.0,5931.0,15.619,46.07,4.554,0.845,291.0,534.5,0.977,0,1,0,0,2.3296222320399322,5.045283851395135,0
K02670.01,K02670.01,,8074805,KOI,FALSE POSITIVE,170.8658492,16.9895,29841.0,5989.0,14.412,24.4,4.221,1.324,387.0,897.0,0.684,0,1,0,0,2.232655269355767,4.474813372661389,0
K02671.01,K02671.01,,2437505,KOI,CANDIDATE,21.47642727,5.5498,348130.0,5780.0,17.29,59.5,4.438,1.0,655.0,124.8,0.006,0,0,0,0,1.3319620355946746,5.5417414500957305,1
K02671.02,K02671.02,,2437505,KOI,FALSE POSITIVE,17.5509742,4.064,3859.0,5780.0,17.29,5.97,4.438,1.0,700.0,9.7,0.2023,0,0,0,0,1.2443012278070769,3.5864747785713966,0
K02672.01,K02672.01,Kepler-396 c,11253827,KOI,CONFIRMED,88.5122014,6.8214,2518.7,5593.0,11.921,4.7,4.45,0.945,390.0,63.1,0.242,0,0,0,0,1.9470031422847327,3.401176442169203,1
K02430.01,K02430.01,,3533469,KOI,FALSE POSITIVE,10.21507506,3.395,258.6,5406.0,14.338,1.5,4.433,0.95,780.0,17.4,0.1,0,0,1,0,1.0092415621602477,2.4126285205443754,0
K02431.01,K02431.01,,8956706,KOI,FALSE POSITIVE,8.3806973,3.028,650.8,5062.0,15.97,1.91,4.601,0.735,701.0,4.6,0.5317,0,0,0,0,0.9232801547810565,2.8134475442648212,0
K02432.01,K02432.01,Kepler-1236 b,7047363,KOI,CONFIRMED,31.0572947,3.401,636.6,5395.0,15.956,1.85,4.615,0.734,480.0,15.8,0.335,0,0,0,0,1.4921636230592772,2.8038666342849843,1
K02433.01,K02433.01,Kepler-385 c,11968463,KOI,CONFIRMED,15.1622287,7.332,479.8,6325.0,15.212,3.12,4.409,1.112,829.0,28.5,0.959,0,0,0,0,1.1807630430487723,2.681060243631812,1
K02433.02,K02433.02,Kepler-385 b,11968463,KOI,CONFIRMED,10.04378351,5.548,437.9,6325.0,15.212,2.94,4.409,1.112,951.0,28.8,0.953,0,0,0,0,1.0018973430865172,2.6413749451921253,1
K02508.01,K02508.01,,8836888,KOI,CANDIDATE,7.10397925,1.5398,370.5,5488.0,15.164,1.51,4.584,0.789,818.0,16.8,0.192,0,0,0,0,0.8515016842424392,2.568788212315347,1
K02509.01,K02509.01,Kepler-1263 b,9880190,KOI,CONFIRMED,4.5513988,2.457,188.7,5009.0,15.035,1.13,4.491,0.84,907.0,19.4,0.248,0,0,0,0,0.6581448906703776,2.2757719001649312,1
K00248.02,K00248.02,Kepler-49 c,5364071,KOI,CONFIRMED,10.91274065,2.1801,1387.2,3834.0,15.264,2.13,4.708,0.539,443.0,57.4,0.685,0,0,0,0,1.0379338339704134,3.142139080132135,1
K02510.01,K02510.01,,5392702,KOI,FALSE POSITIVE,12.2141545,10.262,535.8,5435.0,15.352,18.13,4.578,0.824,683.0,24.7,1.175,0,0,1,0,1.0868634091978424,2.7290027092721902,0
K02511.01,K02511.01,,8429566,KOI,FALSE POSITIVE,3.732261,2.054,153.6,5762.0,14.834,1.09,4.495,0.867,1119.0,15.7,0.4,0,1,1,0,0.5719720066972721,2.186391215695493,0
K02583.01,K02583.01,Kepler-1998 b,10387742,KOI,CONFIRMED,3.03267135,1.774,42.4,5640.0,12.623,0.6,4.492,0.921,1187.0,15.6,0.238,0,0,0,0,0.48182534845274827,1.6273658565927327,1
K02585.01,K02585.01,Kepler-392 b,7673841,KOI,CONFIRMED,5.34182466,3.577,70.5,5767.0,13.455,0.95,4.287,1.135,1125.0,19.2,0.07,0,0,0,0,0.7276896286415122,1.8481891169913987,1
K02586.01,K02586.01,Kepler-1282 b,9827149,KOI,CONFIRMED,2.131945045,1.8061,269.4,5845.0,15.545,1.66,4.469,1.013,1418.0,22.9,0.209,0,0,0,0,0.3287760057199874,2.4303975913869666,1
K02587.01,K02587.01,Kepler-1283 b,5546691,KOI,CONFIRMED,12.9462567,9.568,168.7,6058.0,15.079,1.13,4.54,0.867,764.0,15.7,0.109,0,0,0,0,1.112144214012689,2.2271150825891253,1
K02588.01,K02588.01,Kepler-1687 b,12156347,KOI,CONFIRMED,5.77957133,2.5213,396.6,4102.0,15.484,1.5,4.687,0.581,598.0,18.9,0.946,0,0,0,0,0.7618956280538418,2.598352709869284,1
K02656.01,K02656.01,,8636539,KOI,CANDIDATE,6.77367892,3.579,150.7,6392.0,15.024,1.33,4.425,1.072,1083.0,15.1,0.228,0,0,0,0,0.8308246067495502,2.1781132523146316,1
K02657.01,K02657.01,,9283156,KOI,CANDIDATE,5.22402436,2.608,48.1,5487.0,12.869,0.58,4.512,0.84,941.0,15.1,0.12,0,0,0,0,0.7180051934180345,1.6821450763738317,1
K02658.01,K02658.01,Kepler-1866 b,8547429,KOI,CONFIRMED,11.6601667,5.882,181.0,5791.0,14.406,2.08,4.381,1.083,834.0,20.4,0.983,0,0,0,0,1.0667047593743348,2.2576785748691846,1
K02659.01,K02659.01,,8803882,KOI,FALSE POSITIVE,89.465468,9.88,67.9,5192.0,12.998,2.57,3.773,2.46,549.0,5.7,0.931,0,1,0,0,1.951655438098384,1.8318697742805017,0
K02660.01,K02660.01,Kepler-1307 b,9893318,KOI,CONFIRMED,18.0161227,4.016,499.5,6245.0,15.394,2.39,4.406,1.065,768.0,16.7,0.023,0,0,0,0,1.2556613309727325,2.698535492562001,1
K02434.01,K02434.01,,6864885,KOI,FALSE POSITIVE,40.8777605,9.745,719.1,5930.0,15.59,29.55,4.489,0.937,526.0,23.6,1.262,0,1,1,1,1.6114870948288607,2.8567892887533164,0
K02435.01,K02435.01,,5097868,KOI,FALSE POSITIVE,6.80243431,3.817,249.1,5836.0,15.188,2.6,4.561,0.816,895.0,14.9,1.0,0,0,1,0,0.8326643565609809,2.3963737275365067,0
K02436.01,K02436.01,Kepler-1237 b,8570333,KOI,CONFIRMED,84.5733346,5.762,891.6,5418.0,15.758,2.59,4.543,0.888,366.0,20.4,0.024,0,0,0,0,1.927233454510253,2.9501700598082,1
K00245.02,K00245.02,Kepler-37 c,8478994,KOI,CONFIRMED,21.30181863,3.8763,87.3,5437.0,9.705,0.72,4.571,0.781,564.0,32.4,0.086,0,0,0,0,1.328416682652701,1.9410142437055697,1
K02437.01,K02437.01,Kepler-1238 b,5036705,KOI,CONFIRMED,4.14789051,3.829,137.6,6150.0,14.725,1.93,4.223,1.417,1389.0,16.4,0.878,0,0,0,0,0.6178272839922184,2.1386184338994925,1
K02512.01,K02512.01,,9574158,KOI,CANDIDATE,15.92108138,1.5443,716.8,5595.0,15.523,3.14,4.57,0.82,645.0,16.1,0.972,0,0,0,0,1.201972562234395,2.8553979966540686,1
K02513.01,K02513.01,Kepler-2002 b,9653622,KOI,CONFIRMED,19.0054098,1.843,542.4,6347.0,14.839,28.47,4.423,1.036,758.0,20.2,1.228,0,0,0,0,1.2788772384200437,2.734319680859007,1
K02514.01,K02514.01,,4391348,KOI,FALSE POSITIVE,1.96433113,2.381,139.1,6306.0,15.083,1.33,4.405,1.121,1638.0,14.2,0.16,0,0,1,0,0.29321469924021853,2.143327129992046,0
K02516.01,K02516.01,,7294743,KOI,CANDIDATE,2.81043228,3.874,47.4,5415.0,13.388,1.43,3.868,2.079,1701.0,17.8,0.351,0,0,0,0,0.4487731250224284,1.675778341674085,1
K02517.01,K02517.01,Kepler-1264 b,8947520,KOI,CONFIRMED,0.968527683,1.3672,114.6,5580.0,14.511,1.21,4.538,0.886,1677.0,16.9,0.941,0,0,0,0,-0.013887961519653111,2.059184617631371,1
K02589.01,K02589.01,Kepler-1284 b,10468885,KOI,CONFIRMED,0.664074145,1.0925,212.6,5178.0,15.645,1.19,4.585,0.797,1703.0,20.9,0.525,0,0,0,0,-0.17778342821231546,2.327563260187278,1
K02590.01,K02590.01,,12016267,KOI,FALSE POSITIVE,11.7489907,4.043,36.7,6440.0,11.638,1.01,4.081,1.655,1114.0,12.5,0.1228,0,0,0,0,1.0700005600334899,1.5646660642520893,0
K02592.01,K02592.01,,6765135,KOI,CANDIDATE,175.603366,9.543,506.8,6225.0,15.054,2.87,4.461,1.009,348.0,14.7,0.952,0,0,0,0,2.2445328362922683,2.704836606211404,1
K00004.01,K00004.01,Kepler-1658 b,3861595,KOI,CONFIRMED,3.849371737,2.632,1298.6,6244.0,11.432,12.94,3.657,2.992,2034.0,132.7,0.915,0,0,0,0,0.5853898532957369,3.113475398536737,1
K00251.01,K00251.01,Kepler-125 b,10489206,KOI,CONFIRMED,4.164384505,1.8464,2338.0,3808.0,14.752,2.54,4.754,0.508,590.0,132.1,0.59,0,0,0,0,0.6195508218688442,3.3688445068258215,1
K02662.01,K02662.01,Kepler-1308 b,3426367,KOI,CONFIRMED,2.10433534,1.1168,242.1,3605.0,14.488,0.79,4.837,0.433,662.0,20.7,0.872,0,0,0,0,0.3231149487454285,2.383994789441733,1
K02664.01,K02664.01,Kepler-1309 b,5562090,KOI,CONFIRMED,28.8431751,3.171,756.7,5151.0,15.652,2.66,4.528,0.785,491.0,15.0,0.913,0,0,0,0,1.4600430664672754,2.878923733967567,1
K00256.01,K00256.01,,11548140,KOI,FALSE POSITIVE,1.378649746,1.2232,22462.0,3440.0,15.373,6.51,4.82,0.439,734.0,172.2,0.099,0,1,0,0,0.13945394514577467,4.351448422909116,0
K02665.01,K02665.01,,12110786,KOI,FALSE POSITIVE,1.112207126,1.35,54.7,6046.0,13.823,0.73,4.486,0.972,1797.0,13.0,0.402,0,0,1,0,0.046185673309271875,1.737987326333431,0
K02666.01,K02666.01,,5342061,KOI,CANDIDATE,64.034363,9.174,758.8,5691.0,15.341,3.47,4.561,0.783,411.0,16.9,0.985,0,0,0,0,1.8064130936134974,2.880127322216625,1
K02667.01,K02667.01,,3654095,KOI,FALSE POSITIVE,1.303576682,1.021,245.5,6045.0,14.834,1.51,4.494,0.955,1694.0,22.1,0.08,0,0,1,0,0.11513658332938936,2.3900514964589874,0
K02438.01,K02438.01,,5078939,KOI,FALSE POSITIVE,1.958577398,2.388,453.0,5402.0,15.902,1.8,4.568,0.816,1252.0,24.5,0.59,0,1,1,0,0.2919407384369309,2.656098202012832,0
K02439.01,K02439.01,Kepler-1239 b,6867555,KOI,CONFIRMED,5.19103699,4.222,290.1,6321.0,15.438,1.92,4.417,1.125,1183.0,25.2,0.117,0,0,0,0,0.7152541235611165,2.4625477288026643,1
K02440.01,K02440.01,Kepler-1240 b,5339567,KOI,CONFIRMED,4.86638504,2.296,143.8,5688.0,13.987,1.32,4.333,1.111,1121.0,17.1,0.176,0,0,0,0,0.6872064683703206,2.1577588860468637,1
K02441.01,K02441.01,,4459924,KOI,FALSE POSITIVE,4.79176993,4.52,116.6,5138.0,14.287,0.81,4.536,0.756,883.0,23.0,0.372,0,0,1,0,0.6804959578515959,2.0666985504229953,0
K02442.01,K02442.01,Kepler-386 c,11080405,KOI,CONFIRMED,25.1933989,4.62,481.2,5009.0,15.629,1.95,4.491,0.84,513.0,18.0,0.679,0,0,0,0,1.4012867631287773,2.6823256186678073,1
K02518.01,K02518.01,,5529738,KOI,FALSE POSITIVE,0.759762021,4.912,227.0,6386.0,14.871,24.2,4.402,1.123,2280.0,65.3,1.183,0,0,0,1,-0.11932241976046966,2.3560258571931225,0
K02519.01,K02519.01,,4047631,KOI,CANDIDATE,4.790912471,0.5134,360.7,4359.0,14.452,2.25,4.601,0.676,717.0,17.6,0.969,0,0,0,0,0.6804182364584476,2.5571461423183632,1
K02520.01,K02520.01,Kepler-1265 b,10059645,KOI,CONFIRMED,6.49441464,2.344,357.3,4769.0,15.602,1.75,4.557,0.742,732.0,17.7,0.911,0,0,0,0,0.8125400129803623,2.55303301620244,1
K00248.03,K00248.03,Kepler-49 d,5364071,KOI,CONFIRMED,2.576571021,1.5997,852.8,3834.0,15.264,1.57,4.708,0.539,717.0,63.6,0.187,0,0,0,0,0.41104211792199186,2.930847191682497,1
K02521.01,K02521.01,Kepler-1266 b,7183745,KOI,CONFIRMED,28.4750006,4.718,763.8,4996.0,15.86,2.64,4.497,0.831,489.0,21.4,0.835,0,0,0,0,1.4544637419022068,2.882979654037299,1
K02593.01,K02593.01,Kepler-1285 b,8212002,KOI,CONFIRMED,14.7966306,5.613,56.1,6175.0,11.714,0.98,4.299,1.307,874.0,22.4,0.182,0,0,0,0,1.1701628317177293,1.7489628612561614,1
